 Prayer Times Schedule 2003
Location: Taif, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:11 5:31 11:30 2:54 5:27 6:57 
2 4:12 5:32 11:30 2:53 5:26 6:56 
3 4:12 5:32 11:29 2:53 5:25 6:55 
4 4:13 5:33 11:29 2:52 5:24 6:54 
5 4:13 5:33 11:29 2:51 5:23 6:53 
6 4:14 5:34 11:28 2:51 5:22 6:52 
7 4:14 5:34 11:28 2:50 5:21 6:51 
8 4:15 5:34 11:28 2:49 5:20 6:50 
9 4:15 5:35 11:28 2:49 5:19 6:49 
10 4:16 5:35 11:27 2:48 5:18 6:48 
11 4:16 5:36 11:27 2:47 5:17 6:47 
12 4:17 5:36 11:27 2:47 5:16 6:46 
13 4:17 5:37 11:26 2:46 5:15 6:45 
14 4:18 5:37 11:26 2:45 5:14 6:44 
15 4:18 5:38 11:26 2:45 5:13 6:43 
16 4:18 5:39 11:26 2:44 5:12 6:42 
17 4:19 5:39 11:26 2:43 5:11 6:41 
18 4:19 5:40 11:25 2:43 5:10 6:40 
19 4:20 5:40 11:25 2:42 5:09 6:39 
20 4:20 5:41 11:25 2:41 5:08 6:38 
21 4:21 5:41 11:25 2:41 5:07 6:37 
22 4:21 5:42 11:25 2:40 5:06 6:36 
23 4:22 5:42 11:25 2:39 5:05 6:35 
24 4:22 5:43 11:24 2:39 5:04 6:34 
25 4:23 5:44 11:24 2:38 5:04 6:34 
26 4:23 5:44 11:24 2:38 5:03 6:33 
27 4:24 5:45 11:24 2:37 5:02 7:2 
28 4:24 5:45 11:24 2:37 5:01 7:1 
29 4:25 5:46 11:24 2:36 5:00 7:0 
30 4:25 5:47 11:24 2:36 5:00 7:0 
31 4:26 5:47 11:24 2:35 4:59 6:59 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:27 5:48 11:24 2:34 4:58 6:58 
2 4:27 5:49 11:24 2:34 4:58 6:58 
3 4:28 5:49 11:24 2:33 4:57 6:57 
4 4:28 5:50 11:24 2:33 4:56 6:56 
5 4:29 5:51 11:24 2:33 4:56 6:56 
6 4:29 5:51 11:24 2:32 4:55 6:55 
7 4:30 5:52 11:24 2:32 4:54 6:54 
8 4:30 5:53 11:24 2:31 4:54 6:54 
9 4:30 5:53 11:24 2:31 4:54 6:54 
10 4:32 5:54 11:24 2:31 4:53 6:53 
11 4:32 5:55 11:24 2:30 4:52 6:52 
12 4:33 5:55 11:24 2:30 4:52 6:52 
13 4:33 5:56 11:24 2:29 4:51 6:51 
14 4:34 5:57 11:24 2:29 4:51 6:51 
15 4:35 5:58 11:25 2:29 4:50 6:50 
16 4:35 5:58 11:25 2:29 4:50 6:50 
17 4:36 5:59 11:25 2:28 4:50 6:50 
18 4:36 6:00 11:25 2:28 4:49 6:49 
19 4:37 6:01 11:25 2:28 4:49 6:49 
20 4:37 6:01 11:25 2:28 4:49 6:49 
21 4:38 6:02 11:26 2:28 4:48 6:48 
22 4:39 6:03 11:26 2:28 4:48 6:48 
23 4:40 6:04 11:26 2:27 4:48 6:48 
24 4:40 6:04 11:27 2:27 4:48 6:48 
25 4:41 6:05 11:27 2:27 4:48 6:18 
26 4:41 6:06 11:27 2:27 4:48 6:18 
27 4:42 6:07 11:28 2:27 4:47 6:17 
28 4:43 6:07 11:28 2:27 4:47 6:17 
29 4:43 6:08 11:28 2:27 4:47 6:17 
30 4:44 6:09 11:29 2:27 4:47 6:17 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:44 6:09 11:29 2:27 4:47 6:17 
2 4:45 6:10 11:29 2:27 4:47 6:17 
3 4:46 6:11 11:30 2:27 4:47 6:17 
4 4:46 6:12 11:30 2:28 4:47 6:17 
5 4:47 6:12 11:31 2:28 4:47 6:17 
6 4:48 6:13 11:31 2:28 4:48 6:18 
7 4:48 6:14 11:31 2:28 4:48 6:18 
8 4:49 6:15 11:32 2:28 4:48 6:18 
9 4:50 6:15 11:32 2:29 4:48 6:18 
10 4:50 6:16 11:33 2:29 4:48 6:18 
11 4:51 6:17 11:33 2:29 4:49 6:19 
12 4:51 6:17 11:33 2:29 4:49 6:19 
13 4:52 6:18 11:34 2:30 4:49 6:19 
14 4:53 6:18 11:35 2:30 4:50 6:20 
15 4:53 6:19 11:35 2:30 4:50 6:20 
16 4:54 6:20 11:35 2:31 4:50 6:20 
17 4:54 6:20 11:36 2:31 4:51 6:21 
18 4:55 6:21 11:36 2:32 4:51 6:21 
19 4:55 6:21 11:37 2:32 4:51 6:21 
20 4:56 6:22 11:37 2:33 4:52 6:22 
21 4:56 6:22 11:38 2:33 4:52 6:22 
22 4:57 6:23 11:38 2:34 4:53 6:23 
23 4:57 6:23 11:38 2:34 4:53 6:23 
24 4:58 6:24 11:39 2:35 4:54 6:24 
25 4:58 6:24 11:40 2:35 4:54 6:24 
26 4:59 6:25 11:40 2:36 4:55 6:25 
27 4:59 6:25 11:41 2:36 4:56 6:26 
28 4:59 6:26 11:41 2:37 4:56 6:26 
29 5:00 6:26 11:42 2:38 4:57 6:27 
30 5:00 6:26 11:42 2:38 4:57 6:27 
31 5:01 6:27 11:43 2:39 4:58 6:28 
Prayer Times Schedule 2003
Location: Madinah, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:40 7:05 12:25 3:25 5:45 7:15 
2 5:40 7:05 12:26 3:26 5:46 7:16 
3 5:41 7:05 12:26 3:26 5:46 7:16 
4 5:41 7:05 12:27 3:27 5:47 7:17 
5 5:41 7:06 12:27 3:27 5:48 7:18 
6 5:42 7:06 12:28 3:28 5:48 7:18 
7 5:42 7:06 12:28 3:29 5:49 7:19 
8 5:42 7:06 12:28 3:29 5:50 7:20 
9 5:42 7:06 12:29 3:30 5:50 7:20 
10 5:42 7:07 12:29 3:31 5:51 7:21 
11 5:43 7:07 12:30 3:31 5:52 7:22 
12 5:43 7:07 12:30 3:32 5:53 7:23 
13 5:43 7:07 12:30 3:33 5:53 7:23 
14 5:43 7:07 12:31 3:33 5:54 7:24 
15 5:43 7:07 12:31 3:34 5:55 7:25 
16 5:43 7:07 12:31 3:35 5:55 7:25 
17 5:43 7:07 12:32 3:35 5:56 7:26 
18 5:43 7:07 12:32 3:36 5:57 7:27 
19 5:43 7:06 12:32 3:37 5:58 7:28 
20 5:43 7:06 12:33 3:37 5:58 7:28 
21 5:43 7:06 12:33 3:38 5:59 7:29 
22 5:43 7:06 12:33 3:39 6:00 7:30 
23 5:43 7:06 12:34 3:39 6:01 7:31 
24 5:43 7:06 12:34 3:40 6:01 7:31 
25 5:43 7:05 12:34 3:41 6:02 7:32 
26 5:43 7:05 12:34 3:41 6:03 7:33 
27 5:42 7:05 12:35 3:42 6:04 7:34 
28 5:42 7:04 12:35 3:42 6:04 7:34 
29 5:42 7:04 12:35 3:43 6:05 7:35 
30 5:42 7:04 12:35 3:44 6:06 7:36 
31 5:41 7:03 12:35 3:44 6:06 7:36 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:41 7:03 12:35 3:45 6:07 7:37 
2 5:41 7:02 12:36 3:45 6:08 7:38 
3 5:40 7:02 12:36 3:46 6:09 7:39 
4 5:40 7:02 12:36 3:46 6:09 7:39 
5 5:40 7:01 12:36 3:47 6:10 7:40 
6 5:39 7:01 12:36 3:47 6:11 7:41 
7 5:39 7:00 12:36 3:48 6:11 7:41 
8 5:38 6:59 12:36 3:48 6:12 7:42 
9 5:38 6:59 12:36 3:49 6:13 7:43 
10 5:37 6:58 12:36 3:49 6:13 7:43 
11 5:37 6:58 12:36 3:50 6:14 7:44 
12 5:36 6:57 12:36 3:50 6:14 7:44 
13 5:36 6:56 12:36 3:50 6:15 7:45 
14 5:35 6:56 12:36 3:51 6:16 7:46 
15 5:35 6:55 12:36 3:51 6:16 7:46 
16 5:34 6:54 12:36 3:52 6:17 7:47 
17 5:34 6:54 12:36 3:52 6:17 7:47 
18 5:33 6:53 12:36 3:52 6:18 7:48 
19 5:32 6:52 12:36 3:52 6:19 7:49 
20 5:31 6:51 12:36 3:53 6:19 7:49 
21 5:31 6:51 12:36 3:53 6:20 7:50 
22 5:30 6:50 12:35 3:53 6:20 7:50 
23 5:29 6:49 12:35 3:54 6:21 7:51 
24 5:28 6:48 12:35 3:54 6:21 7:51 
25 5:28 6:47 12:35 3:54 6:22 7:52 
26 5:27 6:46 12:35 3:54 6:23 7:53 
27 5:26 6:46 12:35 3:54 6:23 7:53 
28 5:26 6:46 12:35 3:54 6:23 7:53 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:24 6:44 12:34 3:55 6:24 7:54 
2 5:23 6:43 12:34 3:55 6:25 7:55 
3 5:22 6:42 12:34 3:55 6:25 7:55 
4 5:22 6:41 12:34 3:55 6:26 7:56 
5 5:21 6:40 12:33 3:55 6:26 7:56 
6 5:20 6:39 12:33 3:55 6:27 7:57 
7 5:19 6:38 12:33 3:56 6:27 7:57 
8 5:18 6:37 12:33 3:56 6:27 7:57 
9 5:17 6:36 12:33 3:56 6:28 7:58 
10 5:16 6:35 12:32 3:56 6:28 7:58 
11 5:15 6:35 12:32 3:56 6:29 7:59 
12 5:14 6:34 12:32 3:56 6:29 7:59 
13 5:13 6:33 12:31 3:56 6:30 8:00 
14 5:12 6:32 12:31 3:56 6:30 8:00 
15 5:11 6:31 12:31 3:56 6:31 8:01 
16 5:10 6:30 12:31 3:56 6:31 8:01 
17 5:09 6:29 12:30 3:56 6:32 8:02 
18 5:08 6:28 12:30 3:56 6:32 8:02 
19 5:07 6:27 12:30 3:56 6:32 8:02 
20 5:06 6:26 12:29 3:56 6:33 8:03 
21 5:05 6:25 12:29 3:55 6:33 8:03 
22 5:04 6:24 12:29 3:55 6:34 8:04 
23 5:03 6:22 12:29 3:55 6:34 8:04 
24 5:01 6:21 12:28 3:55 6:34 8:04 
25 5:00 6:20 12:28 3:55 6:35 8:05 
26 4:59 6:19 12:28 3:55 6:35 8:05 
27 4:58 6:18 12:27 3:55 6:36 8:06 
28 4:57 6:17 12:27 3:55 6:36 8:06 
29 4:56 6:16 12:27 3:54 6:37 8:07 
30 4:55 6:15 12:26 3:54 6:37 8:07 
31 4:54 6:14 12:26 3:54 6:37 8:07 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:53 6:13 12:26 3:54 6:38 8:08 
2 4:52 6:12 12:26 3:54 6:38 8:08 
3 4:50 6:11 12:25 3:53 6:39 8:09 
4 4:49 6:10 12:25 3:53 6:39 8:09 
5 4:48 6:09 12:25 3:53 6:39 8:09 
6 4:47 6:08 12:24 3:53 6:40 8:10 
7 4:46 6:07 12:24 3:53 6:40 8:10 
8 4:45 6:06 12:24 3:52 6:41 8:11 
9 4:44 6:05 12:24 3:52 6:41 8:11 
10 4:43 6:04 12:23 3:52 6:42 8:12 
11 4:41 6:04 12:23 3:52 6:42 8:12 
12 4:40 6:03 12:23 3:51 6:42 8:12 
13 4:39 6:02 12:23 3:51 6:43 8:13 
14 4:38 6:01 12:22 3:51 6:43 8:13 
15 4:37 6:00 12:22 3:50 6:44 8:14 
16 4:36 5:59 12:22 3:50 6:44 8:14 
17 4:36 5:59 12:22 3:50 6:44 8:14 
18 4:34 5:57 12:21 3:50 6:45 8:15 
19 4:33 5:56 12:21 3:49 6:45 8:15 
20 4:32 5:55 12:21 3:49 6:46 8:16 
21 4:31 5:54 12:21 3:49 6:46 8:16 
22 4:30 5:54 12:20 3:49 6:47 8:17 
23 4:29 5:53 12:20 3:48 6:47 8:17 
24 4:28 5:52 12:20 3:48 6:48 8:18 
25 4:27 5:51 12:20 3:48 6:48 8:18 
26 4:26 5:50 12:20 3:47 6:49 8:19 
27 4:25 5:49 12:20 3:47 6:49 8:19 
28 4:25 5:49 12:20 3:47 6:49 8:19 
29 4:23 5:48 12:19 3:47 6:50 8:20 
30 4:22 5:47 12:19 3:46 6:50 8:20 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:21 5:46 12:19 3:46 6:51 8:21 
2 4:20 5:46 12:19 3:46 6:51 8:21 
3 4:19 5:45 12:19 3:46 6:52 8:22 
4 4:18 5:44 12:19 3:45 6:52 8:22 
5 4:17 5:44 12:19 3:45 6:53 8:23 
6 4:16 5:43 12:18 3:45 6:53 8:23 
7 4:15 5:42 12:18 3:45 6:54 8:24 
8 4:14 5:42 12:18 3:44 6:54 8:24 
9 4:14 5:42 12:18 3:44 6:54 8:24 
10 4:13 5:40 12:18 3:44 6:55 8:25 
11 4:12 5:40 12:18 3:44 6:56 8:26 
12 4:11 5:39 12:18 3:44 6:56 8:26 
13 4:11 5:39 12:18 3:43 6:57 8:27 
14 4:10 5:38 12:18 3:43 6:57 8:27 
15 4:09 5:38 12:18 3:43 6:58 8:28 
16 4:08 5:37 12:18 3:43 6:58 8:28 
17 4:08 5:37 12:18 3:43 6:59 8:29 
18 4:07 5:36 12:18 3:43 6:59 8:29 
19 4:06 5:36 12:18 3:42 7:00 8:30 
20 4:06 5:36 12:18 3:42 7:00 8:30 
21 4:05 5:35 12:18 3:42 7:01 8:31 
22 4:05 5:35 12:18 3:42 7:01 8:31 
23 4:04 5:34 12:19 3:42 7:02 8:32 
24 4:04 5:34 12:19 3:42 7:02 8:32 
25 4:03 5:34 12:19 3:42 7:03 8:33 
26 4:03 5:34 12:19 3:42 7:03 8:33 
27 4:02 5:33 12:19 3:42 7:04 8:34 
28 4:02 5:33 12:19 3:42 7:04 8:34 
29 4:01 5:33 12:19 3:41 7:05 8:35 
30 4:01 5:33 12:19 3:41 7:05 8:35 
31 4:01 5:33 12:19 3:41 7:05 8:35 
June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:00 5:32 12:20 3:41 7:06 8:36 
2 4:00 5:32 12:20 3:41 7:07 8:37 
3 4:00 5:32 12:20 3:41 7:07 8:37 
4 4:00 5:32 12:20 3:41 7:07 8:37 
5 3:59 5:32 12:20 3:42 7:08 8:38 
6 3:59 5:32 12:20 3:42 7:08 8:38 
7 3:59 5:32 12:21 3:42 7:09 8:39 
8 3:59 5:32 12:21 3:42 7:09 8:39 
9 3:59 5:32 12:21 3:42 7:09 8:39 
10 3:59 5:32 12:21 3:42 7:10 8:40 
11 3:59 5:32 12:21 3:42 7:10 8:40 
12 3:59 5:32 12:22 3:42 7:11 8:41 
13 3:59 5:32 12:22 3:42 7:11 8:41 
14 3:59 5:32 12:22 3:42 7:11 8:41 
15 3:59 5:32 12:22 3:43 7:12 8:42 
16 3:59 5:32 12:22 3:43 7:12 8:42 
17 3:59 5:32 12:23 3:43 7:12 8:42 
18 3:59 5:32 12:23 3:43 7:12 8:42 
19 3:59 5:33 12:23 3:43 7:13 8:43 
20 4:00 5:33 12:23 3:44 7:13 8:43 
21 4:00 5:33 12:23 3:44 7:13 8:43 
22 4:00 5:33 12:24 3:44 7:13 8:43 
23 4:00 5:33 12:24 3:44 7:14 8:44 
24 4:00 5:34 12:24 3:44 7:14 8:44 
25 4:01 5:34 12:24 3:45 7:14 8:44 
26 4:01 5:34 12:25 3:45 7:14 8:44 
27 4:01 5:34 12:25 3:45 7:14 8:44 
28 4:02 5:35 12:25 3:45 7:14 8:44 
29 4:02 5:35 12:25 3:46 7:14 8:44 
30 4:03 5:35 12:25 3:46 7:14 8:44 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:03 5:36 12:26 3:46 7:14 8:44 
2 4:03 5:36 12:26 3:47 7:14 8:44 
3 4:04 5:36 12:26 3:47 7:15 8:45 
4 4:04 5:37 12:26 3:47 7:15 8:45 
5 4:05 5:37 12:26 3:47 7:14 8:44 
6 4:05 5:37 12:27 3:48 7:14 8:44 
7 4:06 5:38 12:27 3:48 7:14 8:44 
8 4:06 5:38 12:27 3:48 7:14 8:44 
9 4:07 5:39 12:27 3:49 7:14 8:44 
10 4:08 5:39 12:27 3:49 7:14 8:44 
11 4:08 5:40 12:27 3:49 7:14 8:44 
12 4:09 5:40 12:27 3:49 7:14 8:44 
13 4:09 5:40 12:28 3:50 7:14 8:44 
14 4:10 5:41 12:28 3:50 7:13 8:43 
15 4:11 5:41 12:28 3:50 7:13 8:43 
16 4:11 5:42 12:28 3:51 7:13 8:43 
17 4:12 5:42 12:28 3:51 7:13 8:43 
18 4:13 5:43 12:28 3:51 7:12 8:42 
19 4:13 5:43 12:28 3:51 7:12 8:42 
20 4:14 5:43 12:28 3:52 7:12 8:42 
21 4:14 5:44 12:28 3:52 7:11 8:41 
22 4:15 5:44 12:28 3:52 7:11 8:41 
23 4:16 5:45 12:28 3:52 7:11 8:41 
24 4:17 5:45 12:28 3:52 7:10 8:40 
25 4:17 5:46 12:28 3:53 7:10 8:40 
26 4:18 5:46 12:28 3:53 7:09 8:39 
27 4:19 5:47 12:28 3:53 7:09 8:39 
28 4:19 5:47 12:28 3:53 7:08 8:38 
29 4:19 5:47 12:28 3:53 7:08 8:38 
30 4:21 5:48 12:28 3:53 7:07 8:37 
31 4:21 5:49 12:28 3:54 7:07 8:37 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:22 5:49 12:28 3:54 7:06 8:36 
2 4:23 5:50 12:28 3:54 7:05 8:35 
3 4:23 5:50 12:28 3:54 7:05 8:35 
4 4:24 5:50 12:28 3:54 7:04 8:34 
5 4:25 5:51 12:28 3:54 7:04 8:34 
6 4:25 5:51 12:28 3:54 7:03 8:33 
7 4:26 5:52 12:28 3:54 7:02 8:32 
8 4:27 5:52 12:28 3:54 7:02 8:32 
9 4:27 5:52 12:28 3:54 7:02 8:32 
10 4:28 5:53 12:27 3:54 7:00 8:30 
11 4:29 5:54 12:27 3:54 6:59 8:29 
12 4:29 5:54 12:27 3:54 6:59 8:29 
13 4:30 5:54 12:27 3:54 6:58 8:28 
14 4:31 5:55 12:27 3:54 6:57 8:27 
15 4:31 5:55 12:26 3:54 6:56 8:26 
16 4:32 5:56 12:26 3:54 6:55 8:25 
17 4:32 5:56 12:26 3:54 6:55 8:25 
18 4:33 5:56 12:26 3:54 6:54 8:24 
19 4:34 5:57 12:26 3:54 6:53 8:23 
20 4:34 5:57 12:26 3:54 6:53 8:23 
21 4:35 5:58 12:25 3:53 6:51 8:21 
22 4:35 5:58 12:25 3:53 6:50 8:20 
23 4:36 5:58 12:25 3:53 6:49 8:19 
24 4:37 5:59 12:24 3:53 6:48 8:18 
25 4:37 5:59 12:24 3:52 6:48 8:18 
26 4:38 6:00 12:24 3:52 6:47 8:17 
27 4:38 6:00 12:23 3:52 6:46 8:16 
28 4:39 6:00 12:23 3:52 6:45 8:15 
29 4:39 6:01 12:23 3:51 6:44 8:14 
30 4:40 6:01 12:23 3:51 6:43 8:13 
31 4:40 6:01 12:23 3:51 6:43 8:13 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:41 6:02 12:22 3:50 6:41 8:11 
2 4:41 6:02 12:22 3:50 6:40 8:10 
3 4:42 6:03 12:21 3:50 6:39 8:09 
4 4:42 6:03 12:21 3:49 6:38 8:08 
5 4:43 6:03 12:21 3:49 6:37 8:07 
6 4:43 6:04 12:20 3:49 6:36 8:06 
7 4:44 6:04 12:20 3:48 6:35 8:05 
8 4:44 6:04 12:20 3:48 6:34 8:04 
9 4:45 6:05 12:19 3:47 6:33 8:03 
10 4:45 6:05 12:19 3:47 6:32 8:02 
11 4:45 6:05 12:19 3:47 6:32 8:02 
12 4:46 6:06 12:18 3:46 6:29 7:59 
13 4:47 6:06 12:18 3:46 6:28 7:58 
14 4:47 6:06 12:18 3:45 6:27 7:57 
15 4:48 6:07 12:17 3:45 6:26 7:56 
16 4:48 6:07 12:17 3:44 6:25 7:55 
17 4:48 6:07 12:16 3:44 6:24 7:54 
18 4:49 6:08 12:16 3:43 6:23 7:53 
19 4:49 6:08 12:16 3:43 6:22 7:52 
20 4:50 6:09 12:15 3:42 6:21 7:51 
21 4:50 6:09 12:15 3:41 6:20 7:50 
22 4:50 6:09 12:15 3:41 6:19 7:49 
23 4:51 6:10 12:14 3:40 6:18 7:48 
24 4:51 6:10 12:14 3:40 6:17 7:47 
25 4:52 6:10 12:14 3:39 6:16 7:46 
26 4:52 6:11 12:13 3:39 6:15 7:45 
27 4:52 6:11 12:13 3:38 6:14 7:44 
28 4:53 6:11 12:13 3:37 6:13 7:43 
29 4:53 6:12 12:12 3:37 6:12 7:42 
30 4:54 6:12 12:12 3:36 6:10 7:40 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:54 6:13 12:12 3:36 6:09 7:39 
2 4:54 6:13 12:11 3:35 6:08 7:38 
3 4:55 6:13 12:11 3:34 6:07 7:37 
4 4:55 6:14 12:11 3:34 6:06 7:36 
5 4:56 6:14 12:10 3:33 6:05 7:35 
6 4:56 6:15 12:10 3:33 6:04 7:34 
7 4:56 6:15 12:10 3:32 6:03 7:33 
8 4:57 6:15 12:10 3:31 6:02 7:32 
9 4:57 6:16 12:09 3:31 6:01 7:31 
10 4:58 6:16 12:09 3:30 6:00 7:30 
11 4:58 6:17 12:09 3:30 6:00 7:30 
12 4:58 6:17 12:08 3:29 5:59 7:29 
13 4:59 6:17 12:08 3:28 5:58 7:28 
14 4:59 6:18 12:08 3:28 5:57 7:27 
15 5:00 6:18 12:08 3:27 5:56 7:26 
16 5:00 6:19 12:08 3:27 5:55 7:25 
17 5:00 6:19 12:07 3:26 5:54 7:24 
18 5:01 6:20 12:07 3:25 5:53 7:23 
19 5:01 6:20 12:07 3:25 5:52 7:22 
20 5:02 6:21 12:07 3:24 5:51 7:21 
21 5:02 6:21 12:07 3:24 5:51 7:21 
22 5:03 6:22 12:06 3:23 5:50 7:20 
23 5:03 6:22 12:06 3:23 5:49 7:19 
24 5:03 6:23 12:06 3:22 5:48 7:18 
25 5:04 6:23 12:06 3:22 5:47 7:17 
26 5:04 6:24 12:06 3:21 5:47 7:17 
27 5:05 6:24 12:06 3:21 5:46 7:46 
28 5:05 6:25 12:06 3:20 5:45 7:45 
29 5:06 6:26 12:06 3:20 5:44 7:44 
30 5:06 6:26 12:06 3:19 5:44 7:44 
31 5:07 6:27 12:05 3:19 5:43 7:43 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:07 6:27 12:05 3:18 5:42 7:42 
2 5:08 6:28 12:05 3:18 5:42 7:42 
3 5:08 6:28 12:05 3:17 5:41 7:41 
4 5:09 6:29 12:05 3:17 5:41 7:41 
5 5:09 6:30 12:05 3:17 5:40 7:40 
6 5:10 6:30 12:05 3:16 5:39 7:39 
7 5:10 6:31 12:06 3:16 5:39 7:39 
8 5:11 6:32 12:06 3:15 5:38 7:38 
9 5:11 6:32 12:06 3:15 5:38 7:38 
10 5:12 6:33 12:06 3:15 5:37 7:37 
11 5:12 6:33 12:06 3:14 5:37 7:37 
12 5:13 6:34 12:06 3:14 5:36 7:36 
13 5:13 6:35 12:06 3:14 5:36 7:36 
14 5:14 6:35 12:06 3:14 5:36 7:36 
15 5:14 6:36 12:06 3:13 5:35 7:35 
16 5:15 6:37 12:07 3:13 5:35 7:35 
17 5:16 6:38 12:07 3:13 5:35 7:35 
18 5:16 6:38 12:07 3:13 5:34 7:34 
19 5:17 6:39 12:07 3:13 5:34 7:34 
20 5:17 6:39 12:07 3:13 5:34 7:34 
21 5:18 6:40 12:08 3:12 5:34 7:34 
22 5:18 6:41 12:08 3:12 5:33 7:33 
23 5:19 6:42 12:08 3:12 5:33 7:33 
24 5:20 6:42 12:08 3:12 5:33 7:33 
25 5:20 6:43 12:09 3:12 5:33 7:03 
26 5:21 6:44 12:09 3:12 5:33 7:03 
27 5:21 6:45 12:09 3:12 5:33 7:03 
28 5:22 6:45 12:10 3:12 5:33 7:03 
29 5:23 6:46 12:10 3:12 5:33 7:03 
30 5:23 6:47 12:10 3:12 5:33 7:03 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:23 6:47 12:10 3:12 5:33 7:03 
2 5:24 6:48 12:11 3:13 5:33 7:03 
3 5:25 6:49 12:11 3:13 5:33 7:03 
4 5:26 6:49 12:12 3:13 5:33 7:03 
5 5:26 6:50 12:12 3:13 5:33 7:03 
6 5:27 6:51 12:13 3:13 5:33 7:03 
7 5:27 6:52 12:13 3:13 5:34 7:04 
8 5:28 6:52 12:14 3:14 5:34 7:04 
9 5:29 6:53 12:14 3:14 5:34 7:04 
10 5:29 6:54 12:14 3:14 5:34 7:04 
11 5:30 6:54 12:15 3:14 5:35 7:05 
12 5:30 6:54 12:15 3:14 5:35 7:05 
13 5:31 6:55 12:16 3:15 5:35 7:05 
14 5:32 6:56 12:16 3:16 5:35 7:05 
15 5:32 6:57 12:17 3:16 5:36 7:06 
16 5:33 6:57 12:17 3:16 5:36 7:06 
17 5:33 6:58 12:18 3:17 5:37 7:07 
18 5:34 6:58 12:18 3:17 5:37 7:07 
19 5:34 6:59 12:19 3:18 5:37 7:07 
20 5:35 6:59 12:19 3:18 5:38 7:08 
21 5:35 7:00 12:20 3:19 5:38 7:08 
22 5:36 7:01 12:20 3:19 5:39 7:09 
23 5:36 7:01 12:20 3:19 5:39 7:09 
24 5:37 7:01 12:21 3:20 5:40 7:10 
25 5:37 7:02 12:22 3:21 5:40 7:10 
26 5:38 7:02 12:22 3:21 5:41 7:11 
27 5:38 7:03 12:23 3:22 5:42 7:12 
28 5:38 7:03 12:23 3:22 5:42 7:12 
29 5:39 7:04 12:24 3:23 5:43 7:13 
30 5:39 7:04 12:24 3:24 5:43 7:13 
31 5:40 7:04 12:25 3:24 5:44 7:14 
Prayer Times Schedule 2003
Location: Dhahran, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:01 6:27 11:43 2:40 4:59 6:29 
2 5:01 6:27 11:44 2:40 5:00 6:30 
3 5:01 6:27 11:44 2:41 5:00 6:30 
4 5:02 6:27 11:45 2:42 5:01 6:31 
5 5:02 6:28 11:45 2:42 5:02 6:32 
6 5:02 6:28 11:46 2:43 5:03 6:33 
7 5:02 6:28 11:46 2:44 5:03 6:33 
8 5:03 6:28 11:47 2:44 5:04 6:34 
9 5:03 6:28 11:47 2:45 5:05 6:35 
10 5:03 6:28 11:47 2:46 5:06 6:36 
11 5:03 6:28 11:48 2:46 5:06 6:36 
12 5:03 6:28 11:48 2:47 5:07 6:37 
13 5:03 6:28 11:49 2:48 5:08 6:38 
14 5:03 6:28 11:49 2:49 5:09 6:39 
15 5:03 6:28 11:49 2:49 5:09 6:39 
16 5:03 6:28 11:50 2:50 5:10 6:40 
17 5:03 6:28 11:50 2:51 5:11 6:41 
18 5:03 6:28 11:50 2:51 5:12 6:42 
19 5:03 6:28 11:51 2:52 5:12 6:42 
20 5:03 6:28 11:51 2:53 5:13 6:43 
21 5:03 6:28 11:51 2:53 5:14 6:44 
22 5:03 6:27 11:51 2:54 5:15 6:45 
23 5:03 6:27 11:52 2:55 5:16 6:46 
24 5:03 6:27 11:52 2:55 5:16 6:46 
25 5:03 6:27 11:52 2:56 5:17 6:47 
26 5:02 6:26 11:52 2:57 5:18 6:48 
27 5:02 6:26 11:53 2:57 5:19 6:49 
28 5:02 6:26 11:53 2:58 5:19 6:49 
29 5:02 6:25 11:53 2:59 5:20 6:50 
30 5:01 6:25 11:53 2:59 5:21 6:51 
31 5:01 6:24 11:53 3:00 5:22 6:52 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:01 6:24 11:54 3:01 5:22 6:52 
